9.012185782194137573e-02,-2.353089898824691772e-01,-2.001065388321876526e-02,-1.799050271511077881e-01,-2.726258151233196259e-02,7.825692743062973022e-02,-2.077956795692443848e-01,2.163368463516235352e-01,1.659020930528640747e-01,4.436773248016834259e-03,-9.591135382652282715e-02,2.819994390010833740e-01,3.371581435203552246e-01,-2.125645726919174194e-01,1.411625593900680542e-01
2.763876318931579590e-01,1.312503311783075333e-02,2.669075727462768555e-01,-6.553066521883010864e-02,-6.286195665597915649e-02,-1.434807479381561279e-01,-3.054500818252563477e-01,8.980976790189743042e-02,4.246627688407897949e-01,-2.713005244731903076e-01,-3.653197884559631348e-01,2.112985700368881226e-01,6.207209080457687378e-02,-2.399127483367919922e-01,1.720785945653915405e-01
-1.939132213592529297e-01,2.346164733171463013e-01,-2.204789668321609497e-01,-1.647446006536483765e-01,1.172863245010375977e-01,-1.394461393356323242e-01,6.780302524566650391e-02,1.642757207155227661e-01,-1.082198321819305420e-01,-7.003384083509445190e-02,-1.032416298985481262e-01,-2.597750127315521240e-01,2.089003175497055054e-01,2.348787896335124969e-02,-1.986717730760574341e-01
-1.639762967824935913e-01,-2.192042022943496704e-01,-1.139485910534858704e-01,-3.022747039794921875e-01,-1.974879503250122070e-01,9.399200975894927979e-02,8.307792246341705322e-02,-3.174494504928588867e-01,-2.768015563488006592e-01,2.515723705291748047e-01,-4.547347426414489746e-01,-2.127019912004470825e-01,-1.528724581003189087e-01,-1.060747914016246796e-02,2.142984271049499512e-01
-1.574194431304931641e-01,2.023078799247741699e-01,-5.869005247950553894e-02,3.062556684017181396e-01,-2.432548254728317261e-01,-4.792865365743637085e-02,-3.855635523796081543e-01,-1.924204826354980469e-01,-2.325452119112014771e-01,-2.765921652317047119e-01,3.023032546043395996e-01,1.918006539344787598e-01,-1.149465367197990417e-01,-9.780281782150268555e-02,-9.260255098342895508e-02
-3.762862384319305420e-01,9.330571442842483521e-02,2.471769154071807861e-01,1.258043795824050903e-01,2.727285027503967285e-01,-1.040690690279006958e-01,6.990604102611541748e-02,-1.425101310014724731e-01,-2.795421779155731201e-01,-9.864674508571624756e-02,-5.887645855545997620e-02,1.402623206377029419e-01,2.914381921291351318e-01,1.827930957078933716e-01,1.034670695662498474e-01
-2.312294542789459229e-01,-7.091249525547027588e-02,-3.222966790199279785e-01,2.006404846906661987e-01,-2.002421617507934570e-01,-1.407183259725570679e-01,2.339683473110198975e-01,2.387294024229049683e-01,-1.420426461845636368e-02,-2.359855771064758301e-01,2.691760659217834473e-01,5.503765121102333069e-02,-2.625996172428131104e-01,2.026578485965728760e-01,-2.744400501251220703e-01
2.428820729255676270e-01,3.121506869792938232e-01,1.094950884580612183e-01,-9.473063051700592041e-02,-2.285507768392562866e-01,-2.602809369564056396e-01,-4.279691725969314575e-02,-1.185409650206565857e-01,-6.624698638916015625e-02,2.151250988245010376e-01,2.617357969284057617e-01,-4.821854829788208008e-02,-9.526971727609634399e-03,-1.273651272058486938e-01,-1.653037667274475098e-01
1.031993627548217773e-01,-2.110758423805236816e-01,1.902428455650806427e-02,-8.684329688549041748e-02,1.919800639152526855e-01,6.894901394844055176e-02,2.471437156200408936e-01,-3.066295683383941650e-01,-2.267106473445892334e-01,3.044688701629638672e-01,-7.375667244195938110e-02,-2.854189276695251465e-02,8.232207596302032471e-02,-2.080201059579849243e-01,1.081610098481178284e-01
-4.407667089253664017e-03,-1.783802062273025513e-01,-1.250406075268983841e-02,-2.328548207879066467e-02,-2.456671893596649170e-01,1.809354871511459351e-01,1.112708449363708496e-01,-9.253583103418350220e-02,-2.454483509063720703e-02,3.823581635951995850e-01,1.817392110824584961e-01,-2.326666861772537231e-01,2.365604639053344727e-01,1.903781443834304810e-01,1.881856471300125122e-01
