-2.087238729000091553e-01,7.789307087659835815e-02,1.423119306564331055e-01,2.457629293203353882e-01,-7.459812611341476440e-02,-8.674591034650802612e-02,-2.415347546339035034e-01,4.366504773497581482e-02,3.384317457675933838e-01,-2.631809189915657043e-02
9.181356430053710938e-02,3.412695229053497314e-01,2.282547950744628906e-01,1.016122475266456604e-01,-2.229607850313186646e-01,2.443985342979431152e-01,2.197120105847716331e-03,-9.507194161415100098e-02,1.670236587524414062e-01,-1.198360174894332886e-01
-6.845379620790481567e-02,2.045297920703887939e-01,-2.660155892372131348e-01,4.424558579921722412e-01,3.252072632312774658e-01,-3.117636591196060181e-02,3.274426162242889404e-01,-1.928387880325317383e-01,1.185502856969833374e-01,2.235809117555618286e-01
2.713196277618408203e-01,-1.337521374225616455e-01,-2.637725472450256348e-01,-3.311124444007873535e-02,1.611001640558242798e-01,-2.349335998296737671e-01,-9.248028695583343506e-02,-3.853951022028923035e-02,-6.912232190370559692e-02,3.282950818538665771e-01
-4.437795281410217285e-01,2.143610715866088867e-01,4.592627286911010742e-02,-1.242693364620208740e-01,-8.550898730754852295e-02,-2.672690749168395996e-01,3.078654222190380096e-02,3.396458327770233154e-01,-9.574585407972335815e-02,-8.908332884311676025e-02
-1.262573897838592529e-01,1.225183010101318359e-01,-1.861015409231185913e-01,-1.672797650098800659e-01,3.479734957218170166e-01,-6.631080806255340576e-02,-2.906598448753356934e-01,3.361960053443908691e-01,-4.464142024517059326e-02,1.571779698133468628e-01
2.281936109066009521e-01,7.427011430263519287e-02,-2.323875762522220612e-02,-3.410137593746185303e-01,1.473593898117542267e-02,2.609174549579620361e-01,4.594849944114685059e-01,-4.292029142379760742e-01,1.399399787187576294e-01,9.400857239961624146e-02
-7.808802276849746704e-02,-3.906587660312652588e-01,1.663268506526947021e-01,3.958730697631835938e-01,-1.400687992572784424e-01,4.892692565917968750e-01,-3.052457273006439209e-01,2.277984321117401123e-01,-4.990297928452491760e-02,2.189925611019134521e-01
-2.503215074539184570e-01,-4.026634097099304199e-01,-4.316675290465354919e-02,-2.424372583627700806e-01,-1.827578842639923096e-01,1.444302350282669067e-01,1.513031423091888428e-01,2.677907347679138184e-01,6.643582135438919067e-02,-4.311036169528961182e-01
-2.601949870586395264e-01,-2.998907864093780518e-02,2.955532371997833252e-01,6.401658058166503906e-02,5.765880271792411804e-02,-1.514579057693481445e-01,-4.070813208818435669e-02,-1.975330412387847900e-01,-5.074751004576683044e-02,3.501259535551071167e-02
3.112040162086486816e-01,-1.834435388445854187e-02,-2.983597666025161743e-02,-2.742046117782592773e-02,-1.838528066873550415e-01,-1.366567164659500122e-01,3.935214281082153320e-01,-5.113543272018432617e-01,3.066075742244720459e-01,-1.035539954900741577e-01
-5.149173364043235779e-02,5.419087037444114685e-02,-1.216667741537094116e-01,-4.106937050819396973e-01,-3.824037909507751465e-01,-4.297027885913848877e-01,1.168239563703536987e-01,-9.112673252820968628e-02,-2.858860492706298828e-01,2.180599421262741089e-01
-2.240593731403350830e-02,-8.768548071384429932e-02,8.031453937292098999e-02,2.149447202682495117e-01,-7.016533985733985901e-03,2.402034699916839600e-01,-1.879483014345169067e-01,-4.572300240397453308e-03,-1.421575099229812622e-01,1.919616013765335083e-01
3.463610112667083740e-01,1.206474974751472473e-01,-5.231567844748497009e-02,-2.115454971790313721e-01,-4.857875704765319824e-01,-1.327918469905853271e-01,-1.457271277904510498e-01,1.424558311700820923e-01,2.725668065249919891e-02,8.363758027553558350e-02
3.360967636108398438e-01,4.017911106348037720e-02,3.511583805084228516e-01,2.331720888614654541e-01,6.028110161423683167e-02,-1.832616478204727173e-01,-1.339096128940582275e-01,-3.418018817901611328e-01,1.203357353806495667e-01,2.928209304809570312e-01
